file_name,class_0,class_1,class_2,class_3,class_4,class_5,class_6,class_7,class_8,class_9,class_10,class_11,class_12,class_13,class_14,class_15,class_16,class_17,class_18
-100_-150.png,126209,99034,24081,0,0,0,0,0,0,0,0,0,0,676,0,0,0,0,0
-100_-200.png,139149,91933,18537,0,0,0,0,0,0,0,0,0,0,381,0,0,0,0,0
-100_-250.png,136382,83937,28880,0,0,0,0,0,0,0,0,0,0,801,0,0,0,0,0
-100_-50.png,156147,79032,14477,0,0,0,0,0,0,0,0,231,0,113,0,0,0,0,0
-100_0.png,151954,89730,7805,0,0,0,0,0,0,0,0,17,0,494,0,0,0,0,0
-100_100.png,146830,89943,11807,0,0,0,0,0,0,0,0,0,0,1420,0,0,0,0,0
-100_150.png,136648,85921,26950,0,0,0,0,0,0,0,0,10,0,471,0,0,0,0,0
-150_-150.png,167211,68885,13378,0,0,0,0,0,0,0,0,29,0,497,0,0,0,0,0
-150_-200.png,125443,98601,24658,0,0,0,0,0,0,0,0,4,0,1294,0,0,0,0,0
-150_-250.png,139083,83272,26274,0,0,25,0,0,0,0,0,103,0,1243,0,0,0,0,0
-150_-50.png,132984,88210,25090,0,0,562,0,0,0,0,0,0,0,3154,0,0,0,0,0
-150_150.png,130756,27967,88908,0,0,1019,0,0,0,0,0,17,0,1333,0,0,0,0,0
-150_200.png,128868,23831,96930,0,0,0,0,0,0,0,0,10,0,361,0,0,0,0,0
-150_250.png,118660,0,124647,0,0,5645,0,0,0,0,0,71,0,977,0,0,0,0,0
-150_50.png,155323,75660,17336,0,0,0,0,0,0,0,0,179,0,1502,0,0,0,0,0
-200_-100.png,41968,0,208032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-200_-150.png,119238,0,128910,0,0,589,0,0,0,0,0,12,0,1251,0,0,0,0,0
-200_-300.png,51077,0,198549,0,0,374,0,0,0,0,0,0,0,0,0,0,0,0,0
-200_-50.png,153558,67024,26008,0,0,2049,0,0,0,0,0,0,3,1358,0,0,0,0,0
-200_0.png,140486,93895,14514,0,0,0,0,0,0,0,0,99,0,1006,0,0,0,0,0
-200_150.png,57456,0,192544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-200_200.png,33776,0,216224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-200_250.png,117152,0,128697,0,0,3580,0,0,0,0,0,44,5,522,0,0,0,0,0
-200_50.png,141834,88801,17635,0,0,0,0,0,0,0,0,102,0,1628,0,0,0,0,0
-250_-150.png,127311,0,120090,0,0,1843,0,0,0,0,0,14,0,742,0,0,0,0,0
-250_-200.png,152048,95114,2508,0,0,0,0,0,0,0,0,27,0,303,0,0,0,0,0
-250_-250.png,144457,72678,30504,0,0,1443,0,0,0,0,0,0,0,918,0,0,0,0,0
-250_-300.png,22259,0,227741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-250_-50.png,142443,51481,52251,0,0,1746,0,0,0,0,0,0,0,2079,0,0,0,0,0
-250_100.png,148542,40518,59645,0,0,848,0,0,0,0,0,0,7,440,0,0,0,0,0
-250_150.png,118995,52598,75461,0,0,2225,0,0,0,0,0,0,0,721,0,0,0,0,0
-250_250.png,155552,0,87115,0,0,6010,0,0,0,0,0,175,0,1148,0,0,0,0,0
-250_50.png,173431,38637,37226,0,0,0,0,0,0,0,0,0,0,706,0,0,0,0,0
-300_-100.png,168377,66931,13332,0,0,0,0,0,0,0,0,145,0,1215,0,0,0,0,0
-300_-150.png,204152,36238,8038,0,0,0,0,0,0,0,0,0,0,1572,0,0,0,0,0
-300_-200.png,141133,106213,2577,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0
-300_-300.png,24421,0,225579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
-300_-50.png,168029,54087,24565,0,0,1246,0,0,0,0,0,35,0,2038,0,0,0,0,0
-300_0.png,114067,96731,28550,0,0,0,0,0,0,0,0,0,0,10652,0,0,0,0,0
-300_200.png,145533,101950,353,0,0,0,0,0,0,0,0,258,0,1906,0,0,0,0,0
-300_250.png,119764,0,127099,0,0,816,0,0,0,0,0,0,0,2321,0,0,0,0,0
-300_50.png,116590,120925,12210,0,0,0,0,0,0,0,0,0,0,275,0,0,0,0,0
-50_-150.png,132572,93587,22864,0,0,0,0,0,0,0,0,0,0,977,0,0,0,0,0
-50_-200.png,140031,91923,17531,0,0,0,0,0,0,0,0,45,0,470,0,0,0,0,0
-50_-250.png,132962,107601,6380,0,0,0,0,0,0,0,0,55,0,3002,0,0,0,0,0
-50_100.png,155666,72039,20858,0,0,0,0,0,0,0,0,0,2,1435,0,0,0,0,0
-50_150.png,144614,87533,17480,0,0,0,0,0,0,0,0,0,2,371,0,0,0,0,0
-50_250.png,109311,0,133667,0,0,6209,0,0,0,0,0,0,0,813,0,0,0,0,0
-50_50.png,137366,105441,6758,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0
0_-100.png,175439,62000,9254,0,0,0,0,0,0,0,0,80,0,3227,0,0,0,0,0
0_-200.png,178737,54081,14608,0,0,0,0,0,0,0,0,2,6,2566,0,0,0,0,0
0_-250.png,188228,53492,7321,0,0,0,0,0,0,0,0,0,0,959,0,0,0,0,0
0_-300.png,229295,3877,15757,0,0,0,0,0,0,0,0,79,24,968,0,0,0,0,0
0_-50.png,124077,116641,8067,0,0,0,0,0,0,0,0,34,0,1181,0,0,0,0,0
0_100.png,177099,47661,23643,0,0,0,0,0,0,0,0,100,0,1497,0,0,0,0,0
0_150.png,145180,92655,11384,0,0,0,0,0,0,0,0,10,0,771,0,0,0,0,0
0_200.png,176743,52989,11297,0,0,7232,0,0,0,0,0,0,0,1739,0,0,0,0,0
0_50.png,137060,109451,3402,0,0,0,0,0,0,0,0,0,1,86,0,0,0,0,0
100_-150.png,144812,94846,9535,0,0,0,0,0,0,0,0,26,0,781,0,0,0,0,0
100_-200.png,154961,91748,2784,0,0,0,0,0,0,0,0,0,0,507,0,0,0,0,0
100_-250.png,186179,47467,13901,0,0,0,0,0,0,0,0,0,3,2450,0,0,0,0,0
100_-300.png,185653,41806,21989,0,0,0,0,0,0,0,0,27,17,508,0,0,0,0,0
100_-50.png,149971,85834,11971,0,0,0,0,0,0,0,0,2,0,2222,0,0,0,0,0
100_0.png,161274,78123,9789,0,0,0,0,0,0,0,0,15,0,799,0,0,0,0,0
100_100.png,142789,98026,6920,0,0,0,0,0,0,0,0,39,15,2211,0,0,0,0,0
100_150.png,152352,74902,20211,0,0,67,0,0,0,0,0,0,0,2468,0,0,0,0,0
100_50.png,157798,81486,10449,0,0,0,0,0,0,0,0,0,13,254,0,0,0,0,0
10_points_GTv2_-100_-150.png,169322,26545,5819,3680,4219,3852,0,0,0,13,63,159,52,175,1800,34301,0,0,0
10_points_GTv2_-100_-200.png,143132,26449,2449,5140,14867,3653,136,95,0,0,64,291,33,364,495,52832,0,0,0
10_points_GTv2_-100_-250.png,143235,45969,0,0,16391,1577,3166,0,0,2,0,126,0,0,1218,38316,0,0,0
10_points_GTv2_-100_-50.png,171585,27957,2947,1892,3023,1734,3628,0,0,0,195,502,73,311,1393,34760,0,0,0
10_points_GTv2_-100_0.png,145309,60836,253,528,3562,3004,0,0,0,0,349,322,51,0,325,35461,0,0,0
10_points_GTv2_-100_100.png,216623,33066,0,0,2,0,0,0,0,0,0,0,0,0,309,0,0,0,0
10_points_GTv2_-100_150.png,155817,28216,914,1257,16946,3546,0,0,0,0,0,114,53,0,166,42971,0,0,0
10_points_GTv2_-100_50.png,116162,71267,0,0,14695,2876,0,0,0,2,0,227,18,0,73,44680,0,0,0
10_points_GTv2_-150_-100.png,140383,62698,1320,3303,2269,2092,2028,0,17,0,120,139,80,550,710,34291,0,0,0
10_points_GTv2_-150_-150.png,129791,30815,1119,3239,45650,2998,3123,987,0,0,157,203,24,122,1259,30513,0,0,0
10_points_GTv2_-150_-200.png,107789,21447,4,77,51850,3688,1001,1724,0,0,0,109,18,0,904,61389,0,0,0
10_points_GTv2_-150_-250.png,145080,65696,0,0,4574,3323,0,0,0,2,0,43,79,0,0,31203,0,0,0
10_points_GTv2_-150_100.png,160937,47654,32,504,39571,906,6,0,0,11,54,38,0,0,287,0,0,0,0
10_points_GTv2_-150_200.png,198686,0,1205,534,40591,5284,2545,0,0,92,167,674,222,0,0,0,0,0,0
10_points_GTv2_-200_-100.png,112059,119169,0,0,18048,717,0,0,0,7,0,0,0,0,0,0,0,0,0
10_points_GTv2_-200_-150.png,117090,80016,1669,984,41613,1449,3942,2093,610,6,104,176,18,0,230,0,0,0,0
10_points_GTv2_-200_-200.png,146139,59364,1078,2122,0,3778,0,1918,0,0,140,392,40,627,0,34402,0,0,0
10_points_GTv2_-200_-50.png,117185,120082,0,0,9676,2791,0,0,0,4,0,223,39,0,0,0,0,0,0
10_points_GTv2_-200_0.png,151855,77858,2873,1683,7483,3084,1042,0,2960,3,138,199,68,0,754,0,0,0,0
10_points_GTv2_-200_150.png,141146,15728,5679,3570,0,3262,1890,0,0,0,204,186,5,601,140,77589,0,0,0
10_points_GTv2_-200_200.png,201356,0,5257,4179,999,5216,0,0,0,0,333,302,57,514,0,31787,0,0,0
10_points_GTv2_-250_-100.png,187842,20524,0,0,112,847,1339,0,0,0,0,555,0,0,0,38781,0,0,0
10_points_GTv2_-250_-200.png,172383,10121,1833,3556,0,5026,0,0,0,0,214,544,12,8,0,56303,0,0,0
10_points_GTv2_-250_-50.png,151189,29632,826,1792,24437,1734,1324,0,0,4,76,225,51,0,0,38710,0,0,0
10_points_GTv2_-250_0.png,157750,28473,2022,1957,14597,3998,322,0,1255,0,176,469,54,414,0,38513,0,0,0
10_points_GTv2_-250_100.png,181886,27015,0,131,29222,1168,3274,6839,0,12,109,162,80,0,102,0,0,0,0
10_points_GTv2_-250_200.png,228845,0,0,0,13455,0,0,0,0,11,0,0,6,0,0,7683,0,0,0
10_points_GTv2_-250_50.png,154198,41866,0,83,14604,2118,0,0,0,25,77,396,87,0,0,36546,0,0,0
10_points_GTv2_-50_-100.png,135124,67036,0,0,9711,2158,0,0,0,0,0,91,37,0,168,35675,0,0,0
10_points_GTv2_-50_-200.png,147789,46592,6598,5714,852,1988,528,2247,2228,0,287,278,83,146,1128,33542,0,0,0
10_points_GTv2_-50_-250.png,133654,17790,0,0,24151,3907,2168,5081,0,14,19,384,55,0,830,61947,0,0,0
10_points_GTv2_-50_100.png,226203,12239,0,0,11558,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10_points_GTv2_-50_150.png,171637,54789,0,0,23515,0,59,0,0,0,0,0,0,0,0,0,0,0,0
10_points_GTv2_-50_50.png,114854,54585,215,35,44209,1609,1842,0,0,5,43,23,24,0,217,32339,0,0,0
10_points_GTv2_0_-200.png,147610,63314,0,0,17804,2023,1578,0,0,23,0,0,3,0,0,17645,0,0,0
10_points_GTv2_0_-250.png,146402,21828,0,0,38637,3437,0,0,0,7,0,310,31,0,954,38394,0,0,0
10_points_GTv2_0_-50.png,106374,61251,0,0,48485,3358,0,0,0,8,0,70,16,0,0,30438,0,0,0
10_points_GTv2_0_0.png,98669,51532,0,0,68601,1266,3495,493,0,25,0,122,0,0,0,25797,0,0,0
10_points_GTv2_0_100.png,156325,40571,0,0,14821,3022,0,0,0,0,0,461,19,0,342,34439,0,0,0
10_points_GTv2_100_-100.png,162394,37973,0,0,9693,1954,1782,0,0,0,0,3,19,0,1094,35088,0,0,0
10_points_GTv2_100_-200.png,124214,50102,0,26,6784,3093,2455,2439,0,0,0,236,51,0,0,60600,0,0,0
10_points_GTv2_100_-50.png,123917,44528,0,419,28362,533,3250,0,0,0,0,432,75,0,661,47823,0,0,0
10_points_GTv2_100_100.png,142985,38338,1000,1807,25806,1664,1927,0,0,12,152,474,7,56,902,34870,0,0,0
10_points_GTv2_100_150.png,171260,40052,0,0,144,2587,0,0,0,0,0,0,0,0,744,35213,0,0,0
10_points_GTv2_100_200.png,119820,45180,0,0,51048,2435,109,3418,0,217,0,11,15,0,0,27747,0,0,0
10_points_GTv2_150_-100.png,164512,66747,0,0,15768,1803,0,0,0,10,0,0,0,0,1160,0,0,0,0
10_points_GTv2_150_-150.png,152785,58764,0,0,35622,708,762,0,0,114,0,0,12,0,1233,0,0,0,0
10_points_GTv2_150_-200.png,123098,67868,0,0,20921,3629,0,0,0,73,0,55,10,0,0,34346,0,0,0
10_points_GTv2_150_-50.png,144367,49452,761,396,12152,1942,6088,0,0,3,45,497,4,3,227,34063,0,0,0
10_points_GTv2_150_100.png,154307,57737,566,1210,28376,5347,1800,0,0,18,184,169,134,152,0,0,0,0,0
10_points_GTv2_150_150.png,166664,35399,3169,2781,4067,1508,2036,0,0,20,159,218,14,2,0,33963,0,0,0
10_points_GTv2_150_200.png,191718,33079,3252,9391,3832,1697,3866,0,0,0,237,777,242,262,1647,0,0,0,0
10_points_GTv2_200_-150.png,182857,23517,2131,4606,1704,50,1365,0,2761,0,490,443,102,1242,0,28732,0,0,0
10_points_GTv2_200_-200.png,207290,598,2966,9366,91,3999,0,0,0,0,757,244,75,180,582,23852,0,0,0
10_points_GTv2_200_-250.png,175600,25190,2088,4428,12677,3360,1941,0,0,3,130,502,259,0,0,23822,0,0,0
10_points_GTv2_200_0.png,218472,0,4169,6285,11176,4812,834,2866,0,21,216,1086,63,0,0,0,0,0,0
10_points_GTv2_200_100.png,222909,0,2329,3905,14400,2198,1712,0,1097,60,72,980,111,227,0,0,0,0,0
10_points_GTv2_200_50.png,201220,0,1526,3213,25383,6267,4868,6924,0,15,217,278,89,0,0,0,0,0,0
10_points_GTv2_50_-200.png,114056,61763,123,307,24991,1829,0,0,0,0,0,384,221,0,0,46326,0,0,0
10_points_GTv2_50_-50.png,137028,81003,0,0,25595,3465,630,0,0,0,0,47,21,0,272,1939,0,0,0
10_points_GTv2_50_150.png,155290,57998,0,0,0,1046,69,0,0,0,0,474,8,0,0,35115,0,0,0
10_points_GTv2_50_200.png,155167,45066,1734,1323,12498,4040,630,0,0,18,133,397,83,0,0,28911,0,0,0
10_points_GTv2_50_50.png,146183,15971,4502,4283,5589,5033,475,0,1926,0,97,252,45,260,580,64804,0,0,0
10_points_GTv3_-100_-250.png,119312,33027,0,0,1694,2182,5924,0,0,170,0,0,0,0,0,57941,0,0,29750
10_points_GTv3_-100_-50.png,63727,43718,0,0,69712,5729,0,0,0,0,0,108,0,0,6443,36219,0,101,24243
10_points_GTv3_-100_0.png,18130,105482,0,0,18912,0,0,0,0,100,173,0,0,0,2531,26288,0,489,77895
10_points_GTv3_-100_200.png,168467,0,0,0,1159,830,0,0,1485,0,0,105,0,0,3378,42313,0,0,32263
10_points_GTv3_-100_50.png,196934,1564,0,0,4378,3163,2221,0,0,537,0,157,0,0,2890,25522,0,0,12634
10_points_GTv3_-150_-150.png,24671,49420,0,0,10316,4089,0,0,0,0,0,0,0,645,4324,4008,0,1637,150890
10_points_GTv3_-150_-200.png,94135,60416,0,0,1390,0,2936,0,0,1651,2300,0,46,266,5274,20325,0,1259,60002
10_points_GTv3_-150_-250.png,181149,17777,0,0,0,4209,1031,0,0,833,2467,420,147,3431,4354,376,0,119,33687
10_points_GTv3_-150_-50.png,161128,15531,0,0,0,1177,0,0,0,0,0,0,0,0,9579,25380,0,1096,36109
10_points_GTv3_-150_0.png,64667,76457,0,0,0,0,0,0,923,0,0,0,0,0,6020,766,0,1005,100162
10_points_GTv3_-150_100.png,93923,76696,0,0,2163,0,913,0,0,0,0,0,0,260,0,24120,0,2499,49426
10_points_GTv3_-150_150.png,52505,90020,0,0,1269,1057,933,0,0,619,3129,140,0,377,0,11900,0,1220,86831
10_points_GTv3_-150_200.png,159214,52702,0,0,0,0,0,0,0,704,1570,0,0,0,0,7,0,25,35778
10_points_GTv3_-150_50.png,82981,74367,0,0,959,0,158,0,111,0,0,155,0,0,2235,19149,0,238,69647
10_points_GTv3_-200_-100.png,46366,38287,0,0,3029,2571,0,0,0,0,0,396,0,0,11198,45509,0,1390,101254
10_points_GTv3_-200_-250.png,121716,58980,0,0,0,0,0,0,0,0,0,0,0,8439,0,0,0,89,60776
10_points_GTv3_-200_0.png,40128,113740,44,0,21712,0,1198,0,0,0,0,136,0,118,0,8521,0,411,63992
10_points_GTv3_-200_100.png,23665,124856,0,0,0,0,0,0,0,0,767,0,0,1062,1338,8365,0,920,89027
10_points_GTv3_-200_150.png,20128,104726,0,0,1483,833,0,0,0,74,0,0,0,1240,1995,29899,0,1400,88222
10_points_GTv3_-200_200.png,136608,52994,0,0,0,0,0,0,3342,0,0,0,0,0,0,0,0,226,56830
10_points_GTv3_-200_50.png,169450,14395,0,0,870,3585,1307,0,0,304,788,171,0,2277,5944,29151,0,50,21708
10_points_GTv3_-250_-100.png,103859,14986,0,0,1060,1689,0,0,0,0,0,263,0,0,2439,28067,0,2311,95326
10_points_GTv3_-250_-250.png,189516,19533,0,0,48,0,0,0,0,0,0,0,0,597,0,0,0,49,40257
10_points_GTv3_-250_-50.png,139459,23423,281,0,2806,1116,0,0,2366,78,304,0,0,0,5144,17522,0,1153,56348
10_points_GTv3_-250_100.png,104413,58409,0,0,3985,1510,0,0,0,214,1594,411,90,0,1927,28485,0,33,48929
10_points_GTv3_-250_150.png,172504,7810,0,0,0,0,0,0,0,0,0,113,0,0,8901,15240,0,27,45405
10_points_GTv3_-250_200.png,248755,0,0,0,0,0,0,0,1245,0,0,0,0,0,0,0,0,0,0
10_points_GTv3_-250_50.png,228336,0,0,0,82,1188,0,0,0,0,38,85,104,2715,588,16840,0,0,24
10_points_GTv3_-50_-100.png,34295,88698,0,0,20282,2272,0,0,0,395,907,0,0,0,6771,25073,0,2124,69183
10_points_GTv3_-50_-150.png,57663,62874,0,0,9475,0,0,0,0,733,1208,0,0,1265,8777,0,0,413,107592
10_points_GTv3_-50_-200.png,23190,81107,0,0,57165,0,5255,0,0,0,0,0,0,280,4531,15683,0,319,62470
10_points_GTv3_-50_-250.png,80363,34954,0,0,67887,2495,1174,0,0,0,0,0,0,1616,0,45687,0,0,15824
10_points_GTv3_-50_0.png,26685,43655,0,0,149109,2458,0,0,0,232,0,109,213,163,454,14057,0,52,12813
10_points_GTv3_-50_100.png,31571,98979,0,0,24157,0,339,0,0,626,2181,350,0,0,2175,17294,0,798,71530
10_points_GTv3_-50_150.png,22322,100925,0,0,17341,3013,0,0,762,45,199,0,0,0,11,26362,0,1125,77895
10_points_GTv3_-50_200.png,137189,48644,0,0,0,1687,0,0,3470,462,700,0,0,0,6443,0,0,80,51325
10_points_GTv3_0_-100.png,38384,43353,0,0,1620,2066,1020,0,0,582,2503,359,0,0,5386,49594,0,539,104594
10_points_GTv3_0_-200.png,119122,0,0,0,78554,0,0,0,0,49,0,0,185,4781,14971,0,0,0,32338
10_points_GTv3_0_-250.png,71888,0,0,883,137140,1551,857,0,0,0,0,284,207,177,118,36895,0,0,0
10_points_GTv3_0_-50.png,84130,57705,0,0,6373,0,0,0,0,0,0,131,0,0,6844,6924,0,292,87601
10_points_GTv3_0_0.png,79348,62456,0,0,17831,1251,0,0,0,0,0,190,0,0,1128,33206,0,381,54209
10_points_GTv3_0_200.png,217218,0,0,0,0,3288,3429,0,0,1869,2924,0,0,0,12309,0,0,0,8963
10_points_GTv3_0_50.png,14649,131048,0,0,11670,0,0,0,0,1135,849,0,0,0,2005,0,0,381,88263
10_points_GTv3_100_-100.png,65199,44726,0,0,3675,590,0,0,0,0,0,355,63,2603,5422,24998,0,242,102127
10_points_GTv3_100_-150.png,115502,35911,0,452,39594,0,1480,0,0,0,0,357,505,3028,8782,7608,0,404,36377
10_points_GTv3_100_-200.png,57363,97483,0,0,1230,1214,0,0,0,0,0,94,41,0,4740,12040,0,834,74961
10_points_GTv3_100_-250.png,74885,44242,0,0,3042,2061,0,0,0,0,0,601,521,0,2995,28540,0,212,92901
10_points_GTv3_100_-50.png,90304,63381,0,0,1298,2782,0,0,0,0,0,312,0,0,2703,34050,0,406,54764
10_points_GTv3_100_0.png,132373,43966,0,0,0,1018,0,0,2280,324,962,67,0,0,10339,15968,0,93,42610
10_points_GTv3_100_100.png,100881,48606,0,0,2461,1746,2721,0,1020,0,109,96,49,0,4438,30271,0,456,57146
10_points_GTv3_150_-100.png,72732,71164,0,0,0,1361,0,0,0,82,428,86,0,1702,1476,36423,0,439,64107
